iter	MAPE
0	0.9733823866
1	0.9474374118
2	0.9227286171
3	0.8995166836
4	0.8773955834
5	0.856137863
6	0.8350684616
7	0.8162315161
8	0.7981497931
9	0.7815717688
10	0.7645125481
11	0.7493117165
12	0.7358480165
13	0.7235797667
14	0.7093165896
15	0.6979056013
16	0.6871372109
17	0.6756550723
18	0.6661396046
19	0.6569259516
20	0.6474120535
21	0.6378125711
22	0.6283590369
23	0.6192962665
24	0.6135709146
25	0.6060099804
26	0.5983160497
27	0.5920575989
28	0.5846552775
29	0.5768453894
30	0.5705161974
31	0.5663579597
32	0.5641554008
33	0.560466954
34	0.557868668
35	0.5525875904
36	0.5483340996
37	0.548039389
38	0.5435069138
39	0.5411743141
40	0.5384526202
41	0.5348077399
42	0.5302241972
43	0.5273851197
44	0.5245403498
45	0.5197321803
46	0.5160115136
47	0.5133050929
48	0.5101331875
49	0.5069776071
50	0.5057642572
51	0.5041511862
52	0.5022384216
53	0.5020794735
54	0.4994407376
55	0.4974665011
56	0.4958382214
57	0.494728467
58	0.4939908383
59	0.4930254254
60	0.4918555541
61	0.4918179744
62	0.4900593992
63	0.4865215098
64	0.4847563683
65	0.483102384
66	0.4826894994
67	0.4817837537
68	0.4794391302
69	0.4753961377
70	0.4750956509
71	0.4741124256
72	0.4732272735
73	0.4731997396
74	0.4708270491
75	0.4691424479
76	0.468733996
77	0.4674846379
78	0.465951746
79	0.4649238921
80	0.4630653303
81	0.4619313425
82	0.45991002
83	0.4595406066
84	0.4583441919
85	0.4571060022
86	0.4560872848
87	0.4554959327
88	0.4539809147
89	0.4534456447
90	0.453168651
91	0.450594401
92	0.4493434761
93	0.4490352667
94	0.4475120116
95	0.4466515964
96	0.445888412
97	0.4447377569
98	0.4441648594
99	0.4433762934
